d1_filter,adx_gate,hurst_gate,vov_gate,rsi_div,entry,exit,partial,oos_trades,oos_total_pips,oos_avg_pips,wf_trades,wf_total_pips,wf_avg_pips
off,25,0.53,reject_p75,on,immediate,atr_3.0,off,9240,-16672.8,-1.8044,3903,-6981.21,-1.7887
ema_50_200,0,0.53,off,on,immediate,atr_2.5,off,13684,-24702.85,-1.8052,0,0.0,0.0
ema_20_50,20,0.0,off,off,immediate,regime_tighten,off,26668,-48153.24,-1.8057,0,0.0,0.0
off,25,0.0,off,off,immediate,atr_3.0,off,66650,-120423.07,-1.8068,0,0.0,0.0
off,25,0.53,off,on,immediate,atr_3.0,50pct_1R,13444,-24316.53,-1.8087,4642,-8291.19,-1.7861
off,25,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,49294,-89229.15,-1.8101,0,0.0,0.0
off,20,0.0,off,on,immediate,atr_2.5,off,91603,-165925.83,-1.8114,0,0.0,0.0
off,0,0.0,reject_p75,off,pullback,atr_2.5,50pct_1R,127140,-230334.98,-1.8117,0,0.0,0.0
ema_50_200,0,0.0,off,on,pullback,regime_tighten,50pct_1R,33321,-60397.55,-1.8126,0,0.0,0.0
off,20,0.0,off,off,immediate,atr_2.5,off,98913,-179550.69,-1.8152,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,atr_2.5,50pct_1R,21632,-39323.14,-1.8178,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,regime_tighten,off,6579,-11968.29,-1.8192,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,atr_3.0,off,8489,-15451.63,-1.8202,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,regime_tighten,off,54403,-99132.14,-1.8222,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,regime_tighten,off,5841,-10658.93,-1.8248,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,10202,-18620.43,-1.8252,0,0.0,0.0
off,0,0.0,reject_p75,on,pullback,atr_2.5,off,120234,-219488.56,-1.8255,0,0.0,0.0
off,25,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,51628,-94250.92,-1.8256,0,0.0,0.0
off,0,0.0,off,on,pullback,atr_2.5,off,140348,-256772.27,-1.8295,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,atr_3.0,off,10202,-18681.7,-1.8312,0,0.0,0.0
off,25,0.53,off,on,pullback,atr_2.5,off,12837,-23510.98,-1.8315,4440,-9511.7,-2.1423
off,25,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,56988,-104516.6,-1.834,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,9707,-17819.32,-1.8357,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,regime_tighten,off,5748,-10555.08,-1.8363,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,atr_3.0,50pct_1R,8489,-15589.44,-1.8364,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,9400,-17267.69,-1.837,0,0.0,0.0
off,0,0.0,off,on,pullback,atr_3.0,50pct_1R,140348,-258123.82,-1.8392,0,0.0,0.0
off,25,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,56988,-104810.53,-1.8392,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,24596,-45287.18,-1.8412,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,regime_tighten,off,15276,-28149.97,-1.8428,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,pullback,atr_2.5,off,9862,-18174.62,-1.8429,0,0.0,0.0
off,0,0.0,off,off,pullback,atr_3.0,50pct_1R,148316,-273544.57,-1.8443,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,54403,-100508.83,-1.8475,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,10202,-18878.08,-1.8504,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,11158,-20649.06,-1.8506,0,0.0,0.0
off,20,0.53,off,on,immediate,atr_2.5,50pct_1R,20461,-37876.64,-1.8512,6887,-14658.78,-2.1285
ema_20_50,25,0.53,off,off,immediate,regime_tighten,off,7196,-13327.77,-1.8521,0,0.0,0.0
off,20,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,78209,-145124.66,-1.8556,0,0.0,0.0
off,0,0.53,off,off,pullback,regime_tighten,off,33359,-61926.07,-1.8564,11061,-20117.3,-1.8188
ema_50_200,0,0.0,off,off,pullback,regime_tighten,50pct_1R,35066,-65097.46,-1.8564,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,regime_tighten,off,13988,-25970.93,-1.8567,0,0.0,0.0
off,25,0.0,off,on,immediate,atr_3.0,off,60441,-112252.42,-1.8572,0,0.0,0.0
ema_50_200,20,0.0,off,on,pullback,regime_tighten,50pct_1R,20530,-38186.36,-1.86,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,atr_2.5,off,14363,-26740.11,-1.8617,0,0.0,0.0
off,0,0.0,reject_p75,on,pullback,atr_3.0,off,120234,-223891.02,-1.8621,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,regime_tighten,off,7942,-14790.64,-1.8623,0,0.0,0.0
off,0,0.53,reject_p75,on,immediate,atr_3.0,50pct_1R,23209,-43283.93,-1.865,9376,-17366.78,-1.8523
off,0,0.0,off,off,pullback,atr_2.5,off,148316,-276804.19,-1.8663,0,0.0,0.0
ema_50_200,25,0.53,off,off,immediate,regime_tighten,50pct_1R,5841,-10904.28,-1.8669,0,0.0,0.0
off,25,0.53,off,on,immediate,atr_3.0,off,13444,-25109.53,-1.8677,4642,-7224.28,-1.5563
off,25,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,51628,-96474.99,-1.8687,0,0.0,0.0
off,20,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,84533,-158057.57,-1.8698,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,on,pullback,regime_tighten,off,9400,-17619.0,-1.8744,0,0.0,0.0
off,0,0.53,off,off,pullback,regime_tighten,50pct_1R,33359,-62629.54,-1.8774,11061,-20682.25,-1.8698
off,25,0.0,off,on,pullback,atr_2.5,50pct_1R,57690,-108362.13,-1.8784,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,29428,-55288.37,-1.8788,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,atr_2.5,50pct_1R,15276,-28728.09,-1.8806,0,0.0,0.0
off,25,0.53,off,off,immediate,atr_3.0,50pct_1R,14678,-27613.53,-1.8813,5065,-11106.97,-2.1929
off,20,0.0,off,off,immediate,atr_3.0,50pct_1R,98913,-186190.64,-1.8824,0,0.0,0.0
off,0,0.0,reject_p75,off,pullback,atr_2.5,off,127140,-239472.33,-1.8835,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,atr_3.0,off,11158,-21017.59,-1.8836,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,5748,-10841.27,-1.8861,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,regime_tighten,50pct_1R,6579,-12417.74,-1.8875,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,9240,-17441.6,-1.8876,3903,-6881.74,-1.7632
off,25,0.53,off,off,immediate,atr_3.0,off,14678,-27708.7,-1.8878,5065,-10347.84,-2.043
off,20,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,15216,-28738.15,-1.8887,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,atr_3.0,50pct_1R,13988,-26440.92,-1.8903,0,0.0,0.0
off,20,0.53,reject_p75,off,immediate,regime_tighten,off,15216,-28858.27,-1.8966,0,0.0,0.0
off,0,0.0,reject_p75,off,pullback,atr_3.0,off,127140,-241197.54,-1.8971,24265,-49280.8,-2.0309
ema_50_200,0,0.53,off,on,pullback,regime_tighten,50pct_1R,12993,-24651.45,-1.8973,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,11233,-21316.34,-1.8977,0,0.0,0.0
ema_20_50,25,0.53,off,off,immediate,regime_tighten,50pct_1R,7196,-13657.23,-1.8979,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,pullback,regime_tighten,50pct_1R,25888,-49138.2,-1.8981,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,25912,-49207.86,-1.899,0,0.0,0.0
off,25,0.0,reject_p75,off,immediate,atr_2.5,off,56988,-108814.37,-1.9094,0,0.0,0.0
off,25,0.0,reject_p75,off,immediate,atr_3.0,off,56988,-108878.75,-1.9106,0,0.0,0.0
ema_50_200,20,0.0,off,off,immediate,atr_2.5,50pct_1R,23172,-44280.84,-1.911,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,atr_3.0,50pct_1R,21632,-41375.79,-1.9127,0,0.0,0.0
off,25,0.0,reject_p75,on,immediate,atr_2.5,off,51628,-98920.01,-1.916,0,0.0,0.0
ema_50_200,0,0.0,off,on,pullback,regime_tighten,off,33321,-63846.54,-1.9161,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,pullback,atr_2.5,50pct_1R,9862,-18908.35,-1.9173,0,0.0,0.0
off,0,0.53,off,on,immediate,atr_2.5,50pct_1R,33300,-63903.61,-1.919,11039,-19150.28,-1.7348
off,20,0.0,off,on,immediate,atr_3.0,50pct_1R,91603,-176252.3,-1.9241,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,27269,-52469.94,-1.9242,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,regime_tighten,off,11158,-21484.56,-1.9255,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,atr_3.0,50pct_1R,15276,-29493.12,-1.9307,0,0.0,0.0
off,20,0.0,off,on,pullback,atr_2.5,50pct_1R,87407,-168780.28,-1.931,0,0.0,0.0
ema_50_200,20,0.0,off,on,pullback,regime_tighten,off,20530,-39677.12,-1.9326,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,atr_3.0,off,13988,-27036.48,-1.9328,0,0.0,0.0
ema_50_200,0,0.53,off,on,pullback,regime_tighten,off,12993,-25144.59,-1.9352,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,pullback,regime_tighten,off,24596,-47647.9,-1.9372,0,0.0,0.0
ema_50_200,20,0.53,off,on,pullback,regime_tighten,50pct_1R,7942,-15398.6,-1.9389,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,regime_tighten,50pct_1R,31003,-60127.92,-1.9394,0,0.0,0.0
off,25,0.0,off,off,pullback,atr_2.5,50pct_1R,63618,-123467.85,-1.9408,0,0.0,0.0
off,25,0.53,off,off,pullback,atr_2.5,50pct_1R,14017,-27218.97,-1.9419,4845,-12098.49,-2.4971
ema_50_200,20,0.0,off,off,pullback,regime_tighten,50pct_1R,22000,-42751.24,-1.9432,0,0.0,0.0
off,0,0.0,off,on,pullback,atr_3.0,off,140348,-272781.67,-1.9436,0,0.0,0.0
off,25,0.0,reject_p75,on,immediate,atr_3.0,off,51628,-100397.17,-1.9446,0,0.0,0.0
off,0,0.0,off,off,pullback,atr_3.0,off,148316,-288691.52,-1.9465,24265,-49280.8,-2.0309
off,0,0.53,reject_p75,on,immediate,atr_3.0,off,23209,-45192.76,-1.9472,9376,-17513.05,-1.8679
off,25,0.53,reject_p75,off,immediate,regime_tighten,off,10092,-19710.65,-1.9531,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,on,immediate,regime_tighten,off,11233,-21942.25,-1.9534,0,0.0,0.0
ema_50_200,25,0.0,off,on,immediate,atr_2.5,off,13988,-27331.05,-1.9539,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,24596,-48062.44,-1.9541,0,0.0,0.0
off,20,0.53,off,on,pullback,regime_tighten,off,19525,-38237.79,-1.9584,6574,-11516.48,-1.7518
off,20,0.53,off,off,immediate,atr_2.5,50pct_1R,21940,-42996.97,-1.9598,7388,-17757.96,-2.4036
ema_50_200,20,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,15762,-30926.96,-1.9621,0,0.0,0.0
ema_50_200,0,0.0,off,off,pullback,regime_tighten,off,35066,-68851.08,-1.9635,0,0.0,0.0
off,25,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,10092,-19823.88,-1.9643,0,0.0,0.0
ema_50_200,0,0.53,off,off,immediate,atr_3.0,50pct_1R,14363,-28233.4,-1.9657,0,0.0,0.0
ema_50_200,0,0.53,off,on,immediate,atr_3.0,50pct_1R,13684,-26923.02,-1.9675,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,regime_tighten,off,10202,-20071.99,-1.9675,0,0.0,0.0
off,20,0.0,reject_p75,on,immediate,atr_2.5,off,78209,-153921.16,-1.9681,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,pullback,atr_3.0,off,10612,-20888.88,-1.9684,0,0.0,0.0
ema_50_200,20,0.0,off,off,immediate,atr_3.0,50pct_1R,23172,-45712.03,-1.9727,0,0.0,0.0
off,20,0.0,reject_p75,off,immediate,atr_2.5,off,84533,-166818.37,-1.9734,0,0.0,0.0
off,20,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,84533,-167199.36,-1.9779,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,on,immediate,regime_tighten,off,29428,-58243.28,-1.9792,0,0.0,0.0
off,20,0.0,off,off,pullback,atr_2.5,50pct_1R,94383,-186870.6,-1.9799,0,0.0,0.0
off,25,0.0,off,on,pullback,atr_2.5,off,57690,-114252.77,-1.9805,0,0.0,0.0
off,0,0.53,off,off,immediate,atr_2.5,50pct_1R,34982,-69587.25,-1.9892,11609,-22099.5,-1.9037
off,0,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,24402,-48557.48,-1.9899,9875,-19974.54,-2.0227
off,25,0.53,off,off,pullback,atr_2.5,off,14017,-27912.21,-1.9913,4845,-12475.14,-2.5748
ema_50_200,0,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,9862,-19653.12,-1.9928,0,0.0,0.0
off,0,0.53,reject_p75,on,pullback,regime_tighten,off,22150,-44143.34,-1.9929,0,0.0,0.0
ema_50_200,0,0.0,off,on,immediate,atr_2.5,50pct_1R,35113,-69994.63,-1.9934,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,10612,-21177.87,-1.9957,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,pullback,regime_tighten,off,25888,-51709.91,-1.9974,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,atr_2.5,off,21632,-43234.49,-1.9986,0,0.0,0.0
ema_50_200,0,0.53,off,off,pullback,regime_tighten,50pct_1R,13646,-27293.52,-2.0001,0,0.0,0.0
off,20,0.0,reject_p75,on,immediate,atr_3.0,50pct_1R,78209,-157026.53,-2.0078,0,0.0,0.0
off,20,0.53,off,on,immediate,atr_2.5,off,20461,-41101.04,-2.0088,6887,-14024.46,-2.0364
off,25,0.53,off,on,pullback,regime_tighten,off,12837,-25788.6,-2.0089,4440,-7794.46,-1.7555
ema_20_50,0,0.53,reject_p75,off,immediate,regime_tighten,50pct_1R,11823,-23760.73,-2.0097,0,0.0,0.0
ema_50_200,25,0.0,off,off,immediate,atr_3.0,off,15276,-30703.53,-2.0099,0,0.0,0.0
off,0,0.53,reject_p75,on,pullback,regime_tighten,50pct_1R,22150,-44554.27,-2.0115,0,0.0,0.0
off,0,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,23209,-46752.28,-2.0144,9376,-18780.91,-2.0031
off,20,0.53,off,on,pullback,regime_tighten,50pct_1R,19525,-39376.19,-2.0167,6574,-11904.16,-1.8108
ema_50_200,20,0.0,reject_p75,on,pullback,regime_tighten,50pct_1R,14975,-30315.7,-2.0244,0,0.0,0.0
off,0,0.53,off,on,immediate,atr_2.5,off,33300,-67520.13,-2.0276,11039,-16639.24,-1.5073
off,25,0.0,off,on,pullback,atr_3.0,50pct_1R,57690,-116988.92,-2.0279,0,0.0,0.0
ema_50_200,0,0.53,reject_p75,off,pullback,regime_tighten,off,9862,-20007.47,-2.0287,0,0.0,0.0
ema_50_200,20,0.0,off,off,pullback,regime_tighten,off,22000,-44633.07,-2.0288,0,0.0,0.0
off,25,0.0,off,off,pullback,atr_2.5,off,63618,-129080.26,-2.029,0,0.0,0.0
ema_50_200,0,0.0,off,off,immediate,atr_2.5,50pct_1R,36939,-74970.02,-2.0296,0,0.0,0.0
off,25,0.0,off,off,pullback,atr_3.0,50pct_1R,63618,-129161.79,-2.0303,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,atr_3.0,off,25912,-52729.97,-2.035,0,0.0,0.0
off,25,0.53,reject_p75,off,immediate,atr_3.0,off,10092,-20538.8,-2.0352,4265,-10252.07,-2.4038
ema_50_200,0,0.53,off,off,pullback,regime_tighten,off,13646,-27806.28,-2.0377,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,immediate,atr_3.0,off,15762,-32191.15,-2.0423,0,0.0,0.0
ema_20_50,0,0.0,reject_p75,off,immediate,regime_tighten,off,31003,-63342.7,-2.0431,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,off,immediate,atr_3.0,50pct_1R,16904,-34556.13,-2.0443,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,25912,-52986.67,-2.0449,0,0.0,0.0
off,25,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,49294,-100878.85,-2.0465,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,25888,-53130.51,-2.0523,0,0.0,0.0
off,0,0.53,reject_p75,off,immediate,atr_3.0,off,24402,-50096.94,-2.053,9875,-20220.39,-2.0476
off,20,0.0,off,on,pullback,atr_2.5,off,87407,-179596.52,-2.0547,0,0.0,0.0
off,20,0.0,off,off,immediate,atr_3.0,off,98913,-203384.66,-2.0562,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,4594,-9457.26,-2.0586,0,0.0,0.0
off,25,0.53,reject_p75,off,immediate,atr_3.0,50pct_1R,10092,-20776.58,-2.0587,4265,-9532.41,-2.235
ema_50_200,0,0.0,reject_p75,on,pullback,atr_3.0,off,24596,-50666.34,-2.0599,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,regime_tighten,off,8489,-17506.28,-2.0622,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,on,immediate,atr_2.5,50pct_1R,10202,-21071.6,-2.0654,0,0.0,0.0
off,20,0.53,off,off,pullback,regime_tighten,off,20939,-43250.16,-2.0655,7054,-14157.38,-2.007
ema_50_200,0,0.0,reject_p75,off,immediate,atr_3.0,off,27269,-56377.79,-2.0675,0,0.0,0.0
ema_20_50,25,0.53,reject_p75,on,immediate,regime_tighten,off,4594,-9511.32,-2.0704,0,0.0,0.0
off,20,0.0,reject_p75,on,pullback,atr_2.5,50pct_1R,74664,-154593.68,-2.0705,0,0.0,0.0
ema_50_200,25,0.0,off,on,pullback,atr_2.5,50pct_1R,13294,-27524.58,-2.0705,0,0.0,0.0
ema_20_50,20,0.53,reject_p75,on,immediate,regime_tighten,50pct_1R,6937,-14367.65,-2.0712,0,0.0,0.0
ema_20_50,0,0.0,off,on,pullback,regime_tighten,50pct_1R,37861,-78509.72,-2.0736,0,0.0,0.0
ema_20_50,0,0.53,reject_p75,off,immediate,regime_tighten,off,11823,-24529.7,-2.0747,0,0.0,0.0
off,25,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,49294,-102325.36,-2.0758,0,0.0,0.0
ema_50_200,20,0.0,reject_p75,on,pullback,regime_tighten,off,14975,-31246.32,-2.0866,0,0.0,0.0
ema_50_200,20,0.0,off,on,immediate,atr_3.0,off,21632,-45157.27,-2.0875,0,0.0,0.0
off,0,0.53,off,off,immediate,atr_2.5,off,34982,-73088.53,-2.0893,11609,-19829.63,-1.7081
off,20,0.53,off,on,pullback,atr_2.5,50pct_1R,19525,-40850.32,-2.0922,6574,-16127.52,-2.4532
ema_20_50,25,0.53,reject_p75,on,immediate,atr_2.5,50pct_1R,4594,-9616.94,-2.0934,1903,-2698.58,-1.4181
ema_50_200,25,0.0,off,off,immediate,atr_2.5,off,15276,-32002.01,-2.0949,0,0.0,0.0
off,25,0.53,off,on,pullback,regime_tighten,50pct_1R,12837,-26895.59,-2.0952,4440,-8156.05,-1.8369
off,20,0.53,off,off,immediate,atr_2.5,off,21940,-46017.4,-2.0974,7388,-17305.75,-2.3424
off,20,0.0,off,off,pullback,atr_2.5,off,94383,-198064.39,-2.0985,0,0.0,0.0
off,20,0.0,off,on,immediate,atr_3.0,off,91603,-192252.95,-2.0988,0,0.0,0.0
ema_50_200,0,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,27269,-57263.11,-2.0999,0,0.0,0.0
off,0,0.53,off,on,immediate,atr_3.0,50pct_1R,33300,-70034.4,-2.1031,11039,-16189.29,-1.4666
off,25,0.0,off,off,pullback,atr_3.0,off,63618,-133835.7,-2.1037,0,0.0,0.0
ema_20_50,25,0.53,off,on,immediate,atr_2.5,50pct_1R,6579,-13845.58,-2.1045,4067,-11436.49,-2.812
ema_50_200,25,0.0,off,on,pullback,atr_3.0,50pct_1R,13294,-27982.88,-2.1049,0,0.0,0.0
off,25,0.0,off,on,pullback,atr_3.0,off,57690,-121443.99,-2.1051,0,0.0,0.0
off,25,0.53,reject_p75,on,immediate,atr_2.5,off,9240,-19463.36,-2.1064,3903,-7821.02,-2.0038
ema_20_50,25,0.0,off,on,immediate,regime_tighten,50pct_1R,16424,-34608.83,-2.1072,0,0.0,0.0
ema_50_200,20,0.53,reject_p75,off,pullback,regime_tighten,off,6131,-12926.3,-2.1084,0,0.0,0.0
off,0,0.53,reject_p75,on,immediate,atr_2.5,off,23209,-48934.27,-2.1084,9376,-19397.06,-2.0688
off,0,0.53,reject_p75,off,pullback,regime_tighten,off,23290,-49140.54,-2.1099,0,0.0,0.0
ema_20_50,0,0.0,off,off,pullback,regime_tighten,50pct_1R,39868,-84214.03,-2.1123,0,0.0,0.0
off,25,0.53,reject_p75,on,pullback,atr_3.0,off,8828,-18651.02,-2.1127,3725,-8184.16,-2.1971
off,20,0.53,off,off,pullback,regime_tighten,50pct_1R,20939,-44258.53,-2.1137,7054,-14313.75,-2.0292
ema_50_200,20,0.0,reject_p75,on,pullback,atr_3.0,50pct_1R,14975,-31657.15,-2.114,0,0.0,0.0
ema_20_50,20,0.0,reject_p75,on,immediate,regime_tighten,50pct_1R,18172,-38428.27,-2.1147,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,atr_3.0,50pct_1R,54403,-115165.3,-2.1169,0,0.0,0.0
ema_50_200,25,0.0,reject_p75,off,immediate,atr_2.5,50pct_1R,11158,-23641.47,-2.1188,0,0.0,0.0
ema_20_50,25,0.0,off,off,immediate,regime_tighten,50pct_1R,17990,-38124.22,-2.1192,0,0.0,0.0
off,0,0.53,reject_p75,off,pullback,regime_tighten,50pct_1R,23290,-49358.91,-2.1193,0,0.0,0.0
ema_50_200,20,0.0,off,off,immediate,atr_2.5,off,23172,-49123.64,-2.12,0,0.0,0.0
off,25,0.0,reject_p75,off,pullback,atr_2.5,50pct_1R,54403,-115632.98,-2.1255,0,0.0,0.0
ema_50_200,20,0.53,off,off,pullback,regime_tighten,50pct_1R,8489,-18046.06,-2.1258,0,0.0,0.0
